"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"27780",30,13,13,7,0.176470588235294,0.433333333333333,9,3,4,2,6,2,4,2,0.142857142857143,0.2
"27781",10,10,6,5,0.222222222222222,1,1,1,3,5,0,0,3,5,0,0.333333333333333
"27782",11,10,6,6,0.0909090909090909,0.909090909090909,1,1,4,4,0,1,4,4,0,0.142857142857143
"27783",5,14,4,7,0,0.357142857142857,1,2,3,4,1,1,2,4,0,0
"27784",20,12,9,6,0.0714285714285714,0.6,2,2,7,6,1,1,6,5,0,0.1
"27785",21,1,9,1,0,0.0476190476190476,6,1,2,1,2,1,2,1,0,0
"27786",6,10,3,2,0.666666666666667,0.6,1,2,3,2,0,0,2,2,0,1
"27787",10,7,6,5,0.833333333333333,0.7,2,2,5,4,1,1,5,4,1,0.8
"27788",10,13,4,6,0.666666666666667,0.769230769230769,1,1,4,5,0,0,3,4,0,0.75
"27789",7,11,4,7,0.375,0.636363636363636,1,1,3,3,0,1,3,3,0,1
"27790",14,6,8,3,0.375,0.428571428571429,3,1,5,2,3,1,4,1,0.333333333333333,0.25
"27791",7,6,3,2,0.666666666666667,0.857142857142857,2,2,3,2,1,1,2,1,1,0.5
"27792",8,13,5,6,0.222222222222222,0.615384615384615,3,4,3,4,2,2,3,4,0,0.4
"27793",26,27,14,14,0.866666666666667,0.962962962962963,3,3,8,9,3,3,8,8,1,0.777777777777778
"27794",25,23,12,10,0,0.92,2,4,10,8,2,1,9,7,0,0
"27795",8,9,3,5,0.333333333333333,0.888888888888889,2,2,2,2,1,1,2,2,1,0.333333333333333
"27796",5,5,2,3,0.666666666666667,1,1,1,2,3,0,1,1,2,0,0.5
"27797",10,9,5,5,0.428571428571429,0.9,1,1,4,5,0,0,3,4,0,0.75
"27798",9,5,4,2,0.2,0.555555555555556,1,1,3,3,0,0,3,2,0,0.25
"27799",7,6,2,2,1,0.857142857142857,1,1,1,2,1,1,1,1,1,1
"27800",10,10,5,4,0.285714285714286,1,1,1,3,4,0,0,3,3,0,0.2
"27801",11,12,6,7,0.3,0.916666666666667,3,3,4,3,2,2,4,3,1,0.166666666666667
"27802",9,7,5,4,0.285714285714286,0.777777777777778,2,2,2,2,1,1,2,2,0,0.333333333333333
"27803",12,14,4,9,0,0.857142857142857,2,1,1,4,1,1,1,4,0,0
"27804",7,6,5,3,0.333333333333333,0.857142857142857,1,2,1,1,1,1,1,1,0,1
"27805",9,8,3,4,0.75,0.888888888888889,1,1,3,3,0,1,2,2,0,1
"27806",6,5,4,3,0.4,0.833333333333333,2,2,5,4,0,0,4,3,0,0.75
"27807",9,12,5,6,0.375,0.75,1,3,3,3,1,2,3,3,0,1
"27808",26,9,13,4,0.133333333333333,0.346153846153846,4,2,7,4,2,1,7,3,0,0.25
"27809",13,12,6,7,0,0.923076923076923,3,2,4,4,3,1,3,3,0,0
"27810",14,7,9,3,0,0.5,3,2,6,3,2,0,5,3,0,0
"27811",9,13,5,6,0.222222222222222,0.692307692307692,2,3,4,2,1,1,4,2,0,0.2
"27812",8,5,3,3,0.5,0.625,2,1,1,2,1,1,1,2,0,0.5
"27813",6,5,4,3,0.4,0.833333333333333,2,2,3,2,1,1,3,2,1,0.25
"27814",4,9,2,5,0,0.444444444444444,1,1,2,4,0,0,1,4,0,0
"27815",12,11,6,6,0.2,0.916666666666667,2,1,5,2,1,0,5,2,0,0.166666666666667
"27816",12,7,6,4,0,0.583333333333333,2,1,2,3,2,1,2,2,0,0
"27817",7,8,5,5,0.666666666666667,0.875,1,2,4,4,0,0,4,4,0,0.6
"27818",6,7,3,4,0.4,0.857142857142857,2,2,2,3,1,1,2,3,1,0.25
"27819",13,14,7,8,0.5,0.928571428571429,2,1,5,6,1,1,5,6,0,0.833333333333333
"27820",9,11,5,6,0.375,0.818181818181818,1,2,3,5,0,1,3,5,0,0.6
"27821",7,10,3,4,0.4,0.7,2,2,2,3,1,1,1,2,0,0.5
"27822",5,4,4,4,1,0.8,1,1,3,3,1,1,2,2,0,0.333333333333333
"27823",16,13,8,7,0.25,0.8125,5,4,3,1,4,4,3,1,0.333333333333333,0.333333333333333
"27824",14,11,5,3,0.333333333333333,0.785714285714286,4,4,3,1,1,2,3,1,0.5,0.333333333333333
"27825",7,21,3,11,0.0769230769230769,0.333333333333333,2,6,3,6,1,4,2,5,0,0.166666666666667
"27826",14,7,4,3,0.4,0.5,4,2,1,2,1,0,1,2,0,0.5
"27827",9,8,4,5,0.125,0.888888888888889,1,1,3,2,0,1,2,2,0,0.333333333333333
"27828",10,11,4,6,0.25,0.909090909090909,3,3,2,2,1,1,2,2,0,0.333333333333333
"27829",16,12,9,5,0.166666666666667,0.75,4,2,5,4,3,1,5,4,0,0.285714285714286
"27830",11,11,7,7,0.75,1,2,3,4,3,1,2,4,3,0.5,0.75
"27831",7,4,3,2,0.666666666666667,0.571428571428571,1,1,3,2,0,0,3,1,0,0.333333333333333
"27832",17,7,10,3,0,0.411764705882353,2,2,7,2,1,1,6,2,0,0
"27833",4,4,1,2,0,1,3,1,1,3,0,0,1,2,0,0
"27834",11,6,5,3,0.333333333333333,0.545454545454545,1,1,4,2,0,0,4,2,0,0.5
"27835",15,12,6,5,0.222222222222222,0.8,2,1,4,4,1,0,3,3,0,0.5
"27836",8,7,4,4,0.333333333333333,0.875,2,1,3,5,1,0,2,4,0,0.2
"27837",14,15,11,8,0.266666666666667,0.933333333333333,3,2,5,4,2,2,5,4,0,0.5
"27838",8,6,4,4,0.333333333333333,0.75,1,2,2,2,0,1,1,1,0,1
"27839",11,19,7,10,0.214285714285714,0.578947368421053,1,3,4,9,1,1,4,8,0,0.0909090909090909
"27840",8,17,4,7,0.222222222222222,0.470588235294118,1,3,3,4,0,1,3,4,0,0.166666666666667
"27841",10,11,7,7,1,0.909090909090909,1,1,5,6,1,1,5,5,1,1
"27842",27,9,12,3,0.0714285714285714,0.333333333333333,7,3,3,1,4,2,3,1,0,0
"27843",14,14,6,6,0.333333333333333,1,3,3,1,1,3,3,1,1,0.2,0
"27844",10,10,7,7,0.75,1,2,2,6,7,1,1,6,6,1,0.714285714285714
"27845",16,11,6,5,0.1,0.6875,2,1,6,5,1,0,5,5,0,0.111111111111111
"27846",26,24,13,8,0.105263157894737,0.923076923076923,5,7,6,2,5,5,5,2,0.111111111111111,0.166666666666667
"27847",9,8,4,3,0.4,0.888888888888889,1,1,3,3,0,1,3,2,0,0.666666666666667
"27848",10,6,6,5,0.571428571428571,0.6,2,2,3,1,1,2,2,1,0.5,0.5
"27849",8,8,3,3,1,1,2,2,2,2,1,1,2,2,1,1
"27850",5,6,2,3,0.666666666666667,0.833333333333333,1,2,1,1,0,1,1,1,0,1
"27851",6,10,3,6,0,0.6,1,2,1,3,0,1,1,3,0,0
"27852",8,9,4,5,0.5,0.888888888888889,2,3,3,4,1,2,2,3,0.5,0.666666666666667
"27853",7,14,4,7,0.571428571428571,0.5,1,1,2,5,1,0,2,4,0,0.5
"27854",11,27,8,17,0.388888888888889,0.407407407407407,1,5,4,7,1,3,4,7,0.333333333333333,0.571428571428571
"27855",8,8,4,5,0.8,1,2,2,3,3,1,1,2,2,1,1
"27856",6,12,4,5,0.285714285714286,0.5,1,2,2,2,1,1,2,2,0,0.333333333333333
"27857",8,7,4,4,0.333333333333333,0.875,1,1,3,2,0,1,3,2,0,0.25
"27858",9,6,3,4,0.4,0.666666666666667,3,2,1,1,1,2,1,1,0.5,0
"27859",10,6,6,4,0.666666666666667,0.6,4,3,2,2,3,2,2,2,0.666666666666667,1
"27860",26,15,14,8,0.222222222222222,0.576923076923077,4,3,7,4,3,2,7,4,0.25,0.375
"27861",9,8,5,6,0.222222222222222,0.888888888888889,1,1,4,3,0,0,3,3,0,0.2
"27862",8,8,4,4,0.333333333333333,1,1,1,3,3,0,0,3,3,0,0.5
"27863",5,6,2,4,0.5,0.833333333333333,1,2,2,2,0,1,2,2,0,1
"27864",11,7,6,4,0.428571428571429,0.636363636363636,2,2,3,3,1,1,3,2,1,0.25
"27865",11,10,5,5,0.428571428571429,0.909090909090909,3,2,4,3,2,2,3,2,1,0.25
"27866",10,9,6,5,0.571428571428571,0.9,3,3,2,2,1,1,2,2,1,0.333333333333333
"27867",18,10,6,4,0.25,0.555555555555556,3,1,6,4,1,1,5,3,1,0.142857142857143
"27868",10,21,6,14,0.111111111111111,0.476190476190476,1,3,2,5,0,2,2,5,0,0.166666666666667
"27869",9,9,5,6,0.222222222222222,1,2,1,3,4,1,0,3,4,0,0.4
"27870",9,23,5,10,0.153846153846154,0.391304347826087,1,3,2,7,0,2,2,6,0,0.142857142857143
"27871",11,8,6,5,0.571428571428571,0.727272727272727,2,2,3,2,1,2,2,1,0.5,0.5
"27872",17,13,11,7,0.285714285714286,0.764705882352941,2,4,6,2,1,3,6,2,0.333333333333333,0.333333333333333
"27873",20,7,9,5,0,0.35,2,2,6,3,2,1,5,3,0,0
"27874",14,28,7,13,0.0526315789473684,0.5,2,5,5,6,0,2,5,5,0,0
"27875",11,11,4,5,0.5,1,1,1,3,4,1,1,3,4,1,0.4
"27876",6,5,2,2,0.333333333333333,0.833333333333333,2,2,1,1,1,1,1,1,1,0
"27877",6,9,3,4,0,0.666666666666667,1,4,2,1,0,2,2,1,0,0
"27878",17,20,10,9,0,0.85,2,6,7,4,1,1,6,3,0,0
"27879",7,7,4,4,0.6,1,1,1,2,2,0,0,2,2,0,1
"27880",8,7,1,2,0.5,0.875,2,2,1,1,1,1,1,1,1,1
"27881",16,10,10,5,0.25,0.625,1,2,8,5,0,1,8,4,0,0.333333333333333
"27882",8,6,3,4,0.166666666666667,0.75,1,1,4,3,0,1,3,3,0,0.2
"27883",10,10,6,5,0.222222222222222,1,2,2,5,4,1,1,4,3,0,0.166666666666667
"27884",15,15,10,11,0.75,1,1,1,9,8,0,0,8,8,0,0.777777777777778
"27885",6,5,3,2,0.666666666666667,0.833333333333333,1,2,2,2,1,1,1,1,1,1
"27886",7,22,4,10,0.166666666666667,0.318181818181818,3,5,3,7,2,3,2,6,0.25,0.142857142857143
"27887",18,14,10,8,0.0588235294117647,0.777777777777778,3,4,6,1,1,4,6,1,0,0
"27888",14,14,6,6,0.714285714285714,1,3,3,4,4,0,0,4,4,0,0.6
"27889",14,22,8,10,0.384615384615385,0.636363636363636,3,3,6,7,2,3,5,6,0.25,0.571428571428571
"27890",10,11,6,6,0.5,0.909090909090909,2,1,2,3,1,1,2,3,1,0.666666666666667
"27891",7,9,3,4,0.75,0.777777777777778,1,1,2,1,1,1,1,1,1,1
"27892",9,9,6,5,0.833333333333333,1,2,3,3,3,2,2,2,2,1,1
"27893",5,9,2,3,0.25,0.555555555555556,1,1,3,3,0,0,2,2,0,0.333333333333333
"27894",7,7,4,5,0.5,1,1,1,3,4,0,0,3,4,0,0.75
"27895",10,6,5,6,0.375,0.6,2,2,2,1,1,2,2,1,0.5,0
"27896",7,9,7,5,0.2,0.777777777777778,1,1,4,5,1,0,3,4,0,0.4
"27897",4,20,4,11,0.25,0.2,1,4,4,9,1,0,3,8,0,0.375
"27898",10,9,4,5,0,0.9,2,5,3,1,0,3,3,1,0,0
"27899",9,9,6,4,0.666666666666667,1,1,1,6,2,0,0,5,1,0,0.2
"27900",8,10,3,4,0.4,0.8,4,4,1,1,3,4,1,1,0.4,1
"27901",9,9,4,4,0.6,1,2,2,3,3,1,1,2,2,1,1
"27902",10,12,5,6,0.571428571428571,0.833333333333333,3,5,2,2,2,3,2,1,0.666666666666667,0.5
"27903",15,9,8,4,0.333333333333333,0.6,1,1,3,2,0,0,3,2,0,0.25
"27904",9,8,5,5,0.428571428571429,0.888888888888889,3,3,3,2,1,1,3,2,1,0.666666666666667
"27905",14,17,8,11,0.1875,0.823529411764706,3,3,3,5,2,2,3,5,0.333333333333333,0
"27906",7,37,5,12,0.0625,0.189189189189189,2,8,4,7,2,3,3,6,0,0.125
"27907",5,4,3,2,0.666666666666667,0.8,1,1,2,1,0,0,2,1,0,0.5
"27908",26,11,13,5,0.2,0.423076923076923,3,1,5,2,2,1,4,1,0.5,0
"27909",11,18,5,10,0.25,0.611111111111111,4,6,3,5,3,5,2,4,0.142857142857143,0.5
"27910",6,8,3,4,0.75,0.75,1,1,1,1,1,1,1,1,1,1
"27911",18,16,10,10,0.428571428571429,0.888888888888889,2,2,5,5,2,2,4,4,0,0.6
"27912",28,8,13,6,0.0555555555555556,0.285714285714286,4,1,10,6,2,0,9,5,0,0.166666666666667
"27913",14,39,8,21,0.115384615384615,0.358974358974359,2,3,3,14,2,2,3,14,0,0.133333333333333
"27914",9,7,6,5,0.375,0.777777777777778,2,2,4,3,1,1,3,2,0,0.25
"27915",8,8,4,4,0.333333333333333,1,3,4,3,2,2,3,2,1,0.25,0.5
"27916",11,25,6,12,0.0588235294117647,0.44,2,5,1,4,2,3,1,4,0,0.25
"27917",5,16,3,7,0.25,0.3125,1,2,3,5,0,1,2,5,0,0.4
"27918",5,6,3,4,0.75,0.833333333333333,1,1,2,3,0,0,2,3,0,0.666666666666667
"27919",8,6,4,3,0.4,0.75,3,2,3,2,2,2,2,1,0.333333333333333,0.5
"27920",15,8,11,5,0,0.533333333333333,3,1,5,4,3,1,5,4,0,0
"27921",8,6,4,3,0.4,0.75,1,1,5,4,0,0,4,3,0,0.4
"27922",15,28,10,17,0.08,0.535714285714286,1,7,7,8,1,5,6,7,0,0.0833333333333333
"27923",6,6,4,3,0.75,1,2,1,4,3,1,1,3,3,0,0.5
"27924",10,10,6,7,0.181818181818182,1,2,1,5,5,1,1,4,4,0,0.333333333333333
"27925",13,18,8,12,0.176470588235294,0.722222222222222,1,2,6,8,0,1,6,7,0,0.3
"27926",16,17,6,9,0.363636363636364,0.941176470588235,4,3,6,6,1,2,5,5,0.5,0.428571428571429
"27927",20,12,9,6,0.25,0.6,4,2,7,5,2,1,7,5,0.5,0.2
"27928",10,10,5,5,1,1,1,1,5,5,0,0,5,5,0,1
"27929",7,8,3,3,0.5,0.875,3,2,2,3,2,1,1,2,0.5,0.5
"27930",8,12,5,7,0,0.666666666666667,1,3,3,3,1,1,2,3,0,0
"27931",24,21,12,14,0.181818181818182,0.875,4,1,8,13,2,0,8,13,0,0.235294117647059
"27932",10,29,6,16,0,0.344827586206897,3,3,4,4,2,2,3,4,0,0
"27933",8,11,5,6,0.571428571428571,0.727272727272727,2,2,2,2,1,1,2,2,1,1
"27934",10,20,7,9,0.230769230769231,0.5,4,5,2,3,3,3,2,3,0,0
"27935",11,11,6,6,0.333333333333333,1,2,2,5,4,1,1,4,3,0,0.75
"27936",26,27,14,12,0.181818181818182,0.962962962962963,3,4,10,7,3,2,9,7,0.25,0.230769230769231
"27937",6,6,3,2,0.666666666666667,1,1,2,1,1,1,1,1,1,1,1
"27938",16,23,9,9,0.285714285714286,0.695652173913043,3,4,5,6,2,2,5,5,0.333333333333333,0.428571428571429
"27939",8,9,4,6,0.111111111111111,0.888888888888889,3,3,1,1,2,1,1,1,0,0
"27940",8,8,5,6,0.375,1,1,2,4,4,0,1,3,4,0,0.4
"27941",14,15,6,7,0.625,0.933333333333333,1,1,5,6,0,0,5,5,0,0.666666666666667
"27942",17,12,7,6,0.444444444444444,0.705882352941177,2,2,5,3,0,1,4,2,0,0.2
"27943",7,5,4,4,0.333333333333333,0.714285714285714,1,2,1,1,1,2,1,1,0.5,0
"27944",6,6,3,2,0.666666666666667,1,3,2,2,2,2,1,1,1,0.5,1
"27945",9,8,4,4,0.6,0.888888888888889,1,1,3,3,0,0,3,3,0,0.5
"27946",8,5,3,2,0,0.625,1,1,2,1,0,0,2,1,0,0
"27947",5,9,2,4,0.5,0.555555555555556,1,1,1,3,0,0,1,2,0,0.5
"27948",10,10,2,2,1,1,1,1,2,2,0,0,2,2,0,1
"27949",6,7,3,4,0.166666666666667,0.857142857142857,2,4,1,1,2,3,1,1,0.25,0
"27950",10,18,5,9,0.166666666666667,0.555555555555556,2,2,4,7,0,0,3,6,0,0.285714285714286
"27951",6,5,3,2,0.25,0.833333333333333,1,1,1,1,0,0,1,1,0,1
"27952",7,9,4,5,0.5,0.777777777777778,1,2,4,3,0,1,4,3,0,0.75
"27953",7,8,4,5,0.5,0.875,1,1,2,3,0,0,2,2,0,0.333333333333333
"27954",11,33,4,11,0.153846153846154,0.333333333333333,3,8,2,4,1,3,2,4,0,0.2
"27955",6,21,4,11,0.153846153846154,0.285714285714286,1,3,2,7,0,1,2,6,0,0
"27956",10,10,5,5,0.666666666666667,1,1,1,4,3,0,0,4,3,0,0.75
"27957",15,15,8,8,0.777777777777778,1,3,3,4,4,2,2,4,4,1,0.6
"27958",13,10,6,5,0.571428571428571,0.769230769230769,2,2,5,4,0,1,5,3,0,0.6
"27959",6,6,4,3,0,1,2,2,3,1,1,1,3,1,0,0
"27960",11,18,6,10,0.333333333333333,0.611111111111111,1,3,3,4,1,2,3,4,0.5,0.4
"27961",6,8,2,3,0.666666666666667,0.75,1,1,2,3,1,1,1,2,1,0.5
"27962",9,7,4,3,0.75,0.777777777777778,2,2,2,2,1,1,2,1,1,0.5
"27963",4,6,2,3,0.666666666666667,0.666666666666667,1,2,2,2,0,1,2,2,0,1
"27964",19,19,8,8,0.777777777777778,1,3,3,4,4,1,1,4,4,1,0.6
"27965",8,6,5,4,0.8,0.75,1,1,2,3,0,0,2,2,0,1
"27966",8,8,4,4,0.333333333333333,1,2,2,2,2,1,1,2,2,1,0
"27967",12,11,10,9,0.461538461538462,0.916666666666667,2,1,8,5,1,1,7,4,0,0.571428571428571
"27968",14,11,8,6,0,0.785714285714286,2,1,7,5,1,1,7,5,0,0.2
"27969",12,13,6,6,0.333333333333333,0.923076923076923,1,1,3,6,1,0,3,5,0,0.142857142857143
"27970",8,8,4,4,0.333333333333333,1,2,1,3,1,1,1,2,1,1,0.5
"27971",7,8,3,5,0.333333333333333,0.875,2,1,3,4,1,1,2,3,0,0.25
"27972",12,17,6,8,0,0.705882352941177,1,5,5,3,0,4,4,2,0,0
"27973",4,4,2,2,0,1,1,2,2,1,0,1,1,1,0,0
"27974",8,14,5,5,0.25,0.571428571428571,2,3,4,4,1,2,4,3,0.5,0.166666666666667
"27975",9,8,3,3,0.5,0.888888888888889,3,3,1,1,2,2,1,1,1,0
"27976",39,24,22,16,0.225806451612903,0.615384615384615,5,3,11,9,4,3,10,9,0,0.266666666666667
"27977",7,10,4,5,0.5,0.7,1,2,5,5,0,1,4,4,0,0.6
"27978",6,11,2,2,0.333333333333333,0.545454545454545,3,3,1,2,1,1,1,1,1,0
"27979",13,9,5,4,0.5,0.692307692307692,2,1,4,3,0,0,3,2,0,0.666666666666667
"27980",9,7,4,3,0.4,0.777777777777778,2,2,2,1,1,1,2,1,0,0.5
"27981",15,20,6,9,0.666666666666667,0.75,3,4,3,4,1,2,3,4,0.5,0.75
"27982",11,9,4,5,0,0.818181818181818,2,2,1,3,1,1,1,2,0,0
"27983",11,13,8,8,0,0.846153846153846,2,4,6,2,1,2,5,1,0,0
"27984",10,11,5,8,0.444444444444444,0.909090909090909,1,2,6,5,0,1,5,4,0,0.285714285714286
"27985",6,8,3,5,0.6,0.75,1,2,2,2,0,1,2,2,0,1
"27986",8,8,5,5,0.666666666666667,1,1,1,2,2,1,1,2,2,1,0.333333333333333
"27987",19,23,10,13,0.210526315789474,0.826086956521739,4,5,5,9,2,3,5,7,0,0.333333333333333
"27988",20,8,7,3,0.25,0.4,2,2,6,3,1,1,6,2,1,0.142857142857143
"27989",7,9,4,4,0.333333333333333,0.777777777777778,1,1,3,2,0,0,3,2,0,0.25
"27990",27,18,12,10,0.1,0.666666666666667,5,3,4,5,3,2,4,4,0,0.142857142857143
"27991",22,10,10,5,0,0.454545454545455,8,2,1,3,6,1,1,3,0,0
"27992",9,9,4,4,0.6,1,2,2,3,4,1,1,2,3,1,0.666666666666667
"27993",6,8,3,4,0.4,0.75,2,2,1,2,1,1,1,1,1,0
"27994",13,11,7,6,0.857142857142857,0.846153846153846,1,1,7,5,0,0,6,5,0,0.833333333333333
"27995",6,15,5,12,0,0.4,1,1,5,7,1,1,4,6,0,0
"27996",7,8,4,4,0.333333333333333,0.875,2,1,2,4,1,0,2,4,0,0.5
"27997",6,4,3,2,0.666666666666667,0.666666666666667,2,2,1,1,1,1,1,1,1,0
"27998",11,14,5,7,0.333333333333333,0.785714285714286,2,4,3,4,1,3,3,4,0,0.75
"27999",10,13,6,9,0.5,0.769230769230769,1,1,4,6,1,1,4,6,1,0.428571428571429
"28000",10,14,5,6,0.833333333333333,0.714285714285714,1,2,3,3,1,2,3,3,0.5,1
"28001",18,15,13,8,0.4,0.833333333333333,3,2,10,6,2,1,10,6,0.5,0.333333333333333
"28002",11,7,4,2,0.5,0.636363636363636,1,1,2,1,0,0,2,1,0,0.5
"28003",11,9,5,6,0.222222222222222,0.818181818181818,1,1,3,3,0,1,3,3,0,0.2
"28004",10,10,5,5,0.666666666666667,1,2,2,2,2,1,1,2,2,1,0.333333333333333
"28005",4,6,2,3,0.25,0.666666666666667,1,1,2,4,0,0,2,3,0,0.25
"28006",13,11,7,6,0.444444444444444,0.846153846153846,2,2,5,3,1,1,5,3,1,0.6
"28007",8,18,3,10,0,0.444444444444444,1,3,3,8,0,1,3,7,0,0
"28008",7,6,5,5,0.25,0.857142857142857,3,1,4,3,2,0,3,3,0,0.5
"28009",20,20,12,12,0.846153846153846,1,1,1,9,9,0,0,8,8,0,0.777777777777778
"28010",6,7,2,3,0.666666666666667,0.857142857142857,1,1,2,2,0,0,2,2,0,1
"28011",8,6,3,3,1,0.75,3,2,1,1,1,1,1,1,1,1
"28012",12,8,6,6,0.2,0.666666666666667,2,1,3,3,1,1,3,2,1,0
"28013",8,5,4,3,0,0.625,1,2,3,2,0,1,3,2,0,0
"28014",6,5,4,4,1,0.833333333333333,1,1,4,4,0,0,4,4,0,1
"28015",14,33,5,10,0.25,0.424242424242424,3,6,2,5,2,3,2,4,0.25,0.2
"28016",6,7,2,3,0.666666666666667,0.857142857142857,1,1,2,3,0,0,1,2,0,0.5
"28017",18,6,9,3,0.333333333333333,0.333333333333333,2,1,5,3,0,0,5,3,0,0.6
"28018",6,28,4,13,0.214285714285714,0.214285714285714,1,4,4,8,0,1,3,7,0,0.25
"28019",9,9,3,3,0.5,1,1,2,3,3,0,0,2,2,0,1
"28020",13,12,4,4,1,0.923076923076923,4,4,2,2,1,1,2,2,1,1
"28021",11,19,7,10,0.307692307692308,0.578947368421053,2,4,4,5,2,4,3,4,0.2,0.75
"28022",7,9,5,5,0.428571428571429,0.777777777777778,1,3,1,2,1,2,1,1,0.5,0
"28023",14,7,7,4,0.222222222222222,0.5,3,1,3,2,2,0,3,2,0,0.25
"28024",14,16,8,7,0.363636363636364,0.875,1,2,5,5,0,0,4,5,0,0.5
"28025",9,6,2,2,1,0.666666666666667,2,1,1,1,1,1,1,1,1,1
"28026",10,24,4,6,0.428571428571429,0.416666666666667,1,7,2,2,0,3,2,2,0,1
"28027",13,8,8,5,0.625,0.615384615384615,3,1,4,4,3,1,3,3,0.333333333333333,1
"28028",6,8,4,5,0.8,0.75,1,1,4,4,0,0,3,4,0,0.75
"28029",7,6,4,2,0.2,0.857142857142857,2,1,2,2,1,0,2,2,0,1
"28030",9,9,3,3,1,1,1,1,3,3,0,0,2,2,0,1
"28031",4,5,2,3,0.666666666666667,0.8,1,1,3,3,1,1,2,2,1,0.333333333333333
"28032",10,7,5,5,0.666666666666667,0.7,2,1,3,3,1,1,3,3,1,0.5
"28033",10,9,3,3,0.5,0.9,2,1,1,2,0,0,1,1,0,0
"28034",18,11,7,6,0.3,0.611111111111111,4,1,5,5,2,1,4,4,0,0.6
"28035",8,13,5,6,0.1,0.615384615384615,1,2,4,4,0,0,4,4,0,0
"28036",8,7,4,5,0.285714285714286,0.875,2,1,2,3,1,1,2,2,1,0
"28037",6,10,2,5,0,0.6,1,1,1,5,1,0,1,4,0,0
"28038",15,17,7,6,0.0833333333333333,0.882352941176471,2,2,4,4,2,0,4,4,0,0
"28039",9,8,5,5,0.428571428571429,0.888888888888889,1,1,3,2,1,1,3,2,0,0.666666666666667
"28040",9,9,4,4,0.333333333333333,1,2,2,4,3,1,1,3,3,0,0.5
"28041",13,9,7,5,0.2,0.692307692307692,2,2,7,3,1,1,6,2,0,0.333333333333333
"28042",9,10,4,5,0.285714285714286,0.9,1,1,3,4,0,0,3,3,0,0.2
"28043",9,8,4,3,0.75,0.888888888888889,2,1,3,3,1,0,2,2,0,1
"28044",8,17,5,11,0.0666666666666667,0.470588235294118,2,5,2,4,2,3,2,4,0,0
"28045",9,34,7,16,0.15,0.264705882352941,1,8,5,8,1,6,4,7,0,0.222222222222222
"28046",9,8,4,3,0.166666666666667,0.888888888888889,1,1,5,2,0,0,4,2,0,0.2
"28047",27,24,12,10,0.0476190476190476,0.888888888888889,6,4,4,5,2,0,4,5,0,0
"28048",21,23,7,6,0,0.91304347826087,3,7,4,2,2,4,4,2,0,0
"28049",12,11,9,6,0.153846153846154,0.916666666666667,1,1,6,6,1,0,6,6,0,0.2
"28050",4,5,3,3,0.2,0.8,1,2,3,2,1,1,2,2,0,0.333333333333333
"28051",33,14,14,8,0.222222222222222,0.424242424242424,6,2,9,7,2,1,8,6,0,0.272727272727273
"28052",20,8,12,5,0.133333333333333,0.4,6,1,5,2,4,1,5,2,0,0.166666666666667
"28053",5,6,2,2,0.333333333333333,0.833333333333333,1,1,1,1,0,1,1,1,0,0
"28054",10,8,6,5,0.375,0.8,3,1,2,3,2,1,1,3,0.5,0.333333333333333
"28055",16,17,7,9,0.454545454545455,0.941176470588235,4,3,6,6,2,2,5,5,0.333333333333333,0.666666666666667
"28056",7,12,5,7,0.714285714285714,0.583333333333333,1,2,6,6,0,0,5,6,0,0.833333333333333
"28057",10,18,3,6,0.285714285714286,0.555555555555556,1,6,2,3,0,2,2,3,0,0.25
"28058",13,16,3,5,0.333333333333333,0.8125,3,5,2,2,1,2,2,2,0.5,0.333333333333333
"28059",11,17,6,11,0,0.647058823529412,1,2,5,6,0,1,5,6,0,0
"28060",16,17,10,8,0.0588235294117647,0.941176470588235,2,2,5,6,2,0,4,6,0,0
"28061",7,8,3,3,0.5,0.875,2,2,2,3,1,0,1,3,0,0.333333333333333
"28062",8,11,4,6,0.428571428571429,0.727272727272727,1,2,3,4,0,1,2,3,0,0.666666666666667
"28063",6,10,4,4,0.333333333333333,0.6,1,3,3,3,1,2,2,2,0,1
"28064",9,9,4,4,0.6,1,2,2,1,1,2,2,1,1,0.333333333333333,1
"28065",10,10,5,5,0.666666666666667,1,2,2,3,3,1,1,2,2,0,1
"28066",10,9,7,4,0.222222222222222,0.9,1,1,1,3,1,0,1,2,0,0
"28067",8,9,4,3,0.75,0.888888888888889,2,2,3,3,1,1,2,2,1,1
"28068",9,9,4,4,0.333333333333333,1,1,1,3,3,0,0,3,3,0,0.5
"28069",12,10,7,6,0.857142857142857,0.833333333333333,1,1,5,5,1,1,5,4,1,0.8
"28070",7,9,3,4,0,0.777777777777778,1,1,2,3,1,1,2,3,0,0
"28071",23,21,12,10,0.833333333333333,0.91304347826087,5,5,2,2,3,2,2,2,0.666666666666667,1
"28072",11,5,6,3,0.125,0.454545454545455,1,2,6,2,0,1,6,2,0,0.142857142857143
"28073",10,10,4,4,0.6,1,1,1,2,2,0,0,2,2,0,0.333333333333333
"28074",9,6,5,4,0.285714285714286,0.666666666666667,1,1,2,2,0,1,2,2,0,0.333333333333333
"28075",7,7,3,3,0.5,1,1,1,3,3,0,0,2,2,0,0.333333333333333
"28076",13,11,7,5,0.5,0.846153846153846,3,1,2,3,1,1,2,3,0,0.666666666666667
"28077",14,5,7,2,0,0.357142857142857,3,1,2,1,2,1,2,1,0,0
